id,severity,title,description,iacontrols,ruleID,fixid,fixtext,checkid,checktext
V-38565,low,The audit system must be configured to audit all discretionary access control permission modifications using setxattr.,The changing of file permissions could indicate that a user is attempting to gain access to information that would otherwise be disallowed. Auditing DAC modifications can facilitate the identification of patterns of abuse among both authorized and unauthorized users.,None,SV-50366r3_rule,F-43513r2_fix,"At a minimum, the audit system should collect file permission changes for all users and root. Add the following to ""/etc/audit/audit.rules"": 

-a always,exit -F arch=b32 -S setxattr -F auid>=500 -F auid!=4294967295 \
-k perm_mod
-a always,exit -F arch=b32 -S setxattr -F auid=0 -k perm_mod

If the system is 64-bit, then also add the following: 

-a always,exit -F arch=b64 -S setxattr -F auid>=500 -F auid!=4294967295 \
-k perm_mod
-a always,exit -F arch=b64 -S setxattr -F auid=0 -k perm_mod",C-46123r2_chk,"To determine if the system is configured to audit calls to the ""setxattr"" system call, run the following command:

$ sudo grep -w ""setxattr"" /etc/audit/audit.rules

If the system is configured to audit this activity, it will return several lines. 

If no line is returned, this is a finding. "
V-38537,low,The system must ignore ICMPv4 bogus error responses.,"Ignoring bogus ICMP error responses reduces log size, although some activity would not be logged.",None,SV-50338r2_rule,F-43485r1_fix,"To set the runtime status of the ""net.ipv4.icmp_ignore_bogus_error_responses"" kernel parameter, run the following command: 

# sysctl -w net.ipv4.icmp_ignore_bogus_error_responses=1

If this is not the system's default value, add the following line to ""/etc/sysctl.conf"": 

net.ipv4.icmp_ignore_bogus_error_responses = 1",C-46095r2_chk,"The status of the ""net.ipv4.icmp_ignore_bogus_error_responses"" kernel parameter can be queried by running the following command:

$ sysctl net.ipv4.icmp_ignore_bogus_error_responses

The output of the command should indicate a value of ""1"". If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in ""/etc/sysctl.conf"".

$ grep net.ipv4.icmp_ignore_bogus_error_responses /etc/sysctl.conf

If the correct value is not returned, this is a finding. "
V-38444,medium,"The systems local IPv6 firewall must implement a deny-all, allow-by-exception policy for inbound packets.","In ""ip6tables"" the default policy is applied only after all the applicable rules in the table are examined for a match. Setting the default policy to ""DROP"" implements proper design for a firewall, i.e., any packets which are not explicitly permitted should not be accepted.",None,SV-50244r2_rule,F-43389r3_fix,"To set the default policy to DROP (instead of ACCEPT) for the built-in INPUT chain which processes incoming packets, add or correct the following line in ""/etc/sysconfig/ip6tables"": 

:INPUT DROP [0:0]

Restart the IPv6 firewall:

# service ip6tables restart",C-45999r2_chk,"If IPv6 is disabled, this is not applicable.

Inspect the file ""/etc/sysconfig/ip6tables"" to determine the default policy for the INPUT chain. It should be set to DROP:

# grep "":INPUT"" /etc/sysconfig/ip6tables

If the default policy for the INPUT chain is not set to DROP, this is a finding. "
V-38504,medium,The /etc/shadow file must have mode 0000.,"The ""/etc/shadow"" file contains the list of local system accounts and stores password hashes. Protection of this file is critical for system security. Failure to give ownership of this file to root provides the designated owner with access to sensitive information which could weaken the system security posture.",None,SV-50305r1_rule,F-43451r1_fix,"To properly set the permissions of ""/etc/shadow"", run the command: 

# chmod 0000 /etc/shadow",C-46061r2_chk,"To check the permissions of ""/etc/shadow"", run the command: 

$ ls -l /etc/shadow

If properly configured, the output should indicate the following permissions: ""----------"" 
If it does not, this is a finding."
V-38583,medium,The system boot loader configuration file(s) must have mode 0600 or less permissive.,Proper permissions ensure that only the root user can modify important boot parameters.,None,SV-50384r2_rule,F-43531r2_fix,"File permissions for ""/boot/grub/grub.conf"" should be set to 600, which is the default. To properly set the permissions of ""/boot/grub/grub.conf"", run the command:

# chmod 600 /boot/grub/grub.conf

Boot partitions based on VFAT, NTFS, or other non-standard configurations may require alternative measures.",C-46141r2_chk,"To check the permissions of /etc/grub.conf, run the command:

$ sudo ls -lL /etc/grub.conf

If properly configured, the output should indicate the following permissions: ""-rw-------""
If it does not, this is a finding. "
V-38500,medium,The root account must be the only account having a UID of 0.,An account has root authority if it has a UID of 0. Multiple accounts with a UID of 0 afford more opportunity for potential intruders to guess a password for a privileged account. Proper configuration of sudo is recommended to afford multiple system administrators access to root privileges in an accountable manner.,None,SV-50301r2_rule,F-43447r1_fix,"If any account other than root has a UID of 0, this misconfiguration should be investigated and the accounts other than root should be removed or have their UID changed.",C-46057r2_chk,"To list all password file entries for accounts with UID 0, run the following command: 

# awk -F: '($3 == 0) {print}' /etc/passwd

This should print only one line, for the user root. 
If any account other than root has a UID of 0, this is a finding."
V-38501,medium,The system must disable accounts after excessive login failures within a 15-minute interval.,Locking out user accounts after a number of incorrect attempts within a specific period of time prevents direct password guessing attacks.,None,SV-50302r4_rule,F-43448r6_fix,"Utilizing ""pam_faillock.so"", the ""fail_interval"" directive configures the system to lock out accounts after a number of incorrect logon attempts. Modify the content of both ""/etc/pam.d/system-auth"" and ""/etc/pam.d/password-auth"" as follows: 

Add the following line immediately before the ""pam_unix.so"" statement in the ""AUTH"" section: 

auth required pam_faillock.so preauth silent deny=3 unlock_time=604800 fail_interval=900

Add the following line immediately after the ""pam_unix.so"" statement in the ""AUTH"" section: 

auth [default=die] pam_faillock.so authfail deny=3 unlock_time=604800 fail_interval=900

Add the following line immediately before the ""pam_unix.so"" statement in the ""ACCOUNT"" section: 

account required pam_faillock.so

Note that any updates made to ""/etc/pam.d/system-auth"" and ""/etc/pam.d/password-auth"" may be overwritten by the ""authconfig"" program.  The ""authconfig"" program should not be used.",C-46058r2_chk,"To ensure the failed password attempt policy is configured correctly, run the following command:

$ grep pam_faillock /etc/pam.d/system-auth /etc/pam.d/password-auth

For each file, the output should show ""fail_interval=<interval-in-seconds>"" where ""interval-in-seconds"" is 900 (15 minutes) or greater. If the ""fail_interval"" parameter is not set, the default setting of 900 seconds is acceptable. If that is not the case, this is a finding. "
V-38502,medium,The /etc/shadow file must be owned by root.,"The ""/etc/shadow"" file contains the list of local system accounts and stores password hashes. Protection of this file is critical for system security. Failure to give ownership of this file to root provides the designated owner with access to sensitive information which could weaken the system security posture.",None,SV-50303r1_rule,F-43449r1_fix,"To properly set the owner of ""/etc/shadow"", run the command: 

# chown root /etc/shadow",C-46059r1_chk,"To check the ownership of ""/etc/shadow"", run the command: 

$ ls -l /etc/shadow

If properly configured, the output should indicate the following owner: ""root"" 
If it does not, this is a finding."
V-38503,medium,The /etc/shadow file must be group-owned by root.,"The ""/etc/shadow"" file stores password hashes. Protection of this file is critical for system security.",None,SV-50304r1_rule,F-43450r1_fix,"To properly set the group owner of ""/etc/shadow"", run the command: 

# chgrp root /etc/shadow",C-46060r1_chk,"To check the group ownership of ""/etc/shadow"", run the command: 

$ ls -l /etc/shadow

If properly configured, the output should indicate the following group-owner. ""root"" 
If it does not, this is a finding."
V-38621,medium,The system clock must be synchronized to an authoritative DoD time source.,Synchronizing with an NTP server makes it possible to collate system logs from multiple sources or correlate computer events with real time events. Using a trusted NTP server provided by your organization is recommended.,None,SV-50422r1_rule,F-43570r1_fix,"To specify a remote NTP server for time synchronization, edit the file ""/etc/ntp.conf"". Add or correct the following lines, substituting the IP or hostname of a remote NTP server for ntpserver. 

server [ntpserver]

This instructs the NTP software to contact that remote server to obtain time data.",C-46180r1_chk,"A remote NTP server should be configured for time synchronization. To verify one is configured, open the following file. 

/etc/ntp.conf

In the file, there should be a section similar to the following: 

# --- OUR TIMESERVERS -----
server [ntpserver]


If this is not the case, this is a finding."
V-38620,medium,"The system clock must be synchronized continuously, or at least daily.","Enabling the ""ntpd"" service ensures that the ""ntpd"" service will be running and that the system will synchronize its time to any servers specified. This is important whether the system is configured to be a client (and synchronize only its own clock) or it is also acting as an NTP server to other systems. Synchronizing time is essential for authentication services such as Kerberos, but it is also important for maintaining accurate logs and auditing possible security breaches.",None,SV-50421r1_rule,F-43568r1_fix,"The ""ntpd"" service can be enabled with the following command: 

# chkconfig ntpd on
# service ntpd start",C-46178r1_chk,"Run the following command to determine the current status of the ""ntpd"" service: 

# service ntpd status

If the service is enabled, it should return the following: 

ntpd is running...


If the service is not running, this is a finding."
V-38623,medium,All rsyslog-generated log files must have mode 0600 or less permissive.,"Log files can contain valuable information regarding system configuration. If the system log files are not protected, unauthorized users could change the logged data, eliminating their forensic value.",None,SV-50424r2_rule,F-43571r1_fix,"The file permissions for all log files written by rsyslog should be set to 600, or more restrictive. These log files are determined by the second part of each Rule line in ""/etc/rsyslog.conf"" and typically all appear in ""/var/log"". For each log file [LOGFILE] referenced in ""/etc/rsyslog.conf"", run the following command to inspect the file's permissions:

$ ls -l [LOGFILE]

If the permissions are not 600 or more restrictive, run the following command to correct this:

# chmod 0600 [LOGFILE]",C-46181r2_chk,"The file permissions for all log files written by rsyslog should be set to 600, or more restrictive. These log files are determined by the second part of each Rule line in ""/etc/rsyslog.conf"" and typically all appear in ""/var/log"". For each log file [LOGFILE] referenced in ""/etc/rsyslog.conf"", run the following command to inspect the file's permissions: 

$ ls -l [LOGFILE]

The permissions should be 600, or more restrictive. Some log files referenced in /etc/rsyslog.conf may be created by other programs and may require exclusion from consideration.

If the permissions are not correct, this is a finding."
V-38587,high,The telnet-server package must not be installed.,"Removing the ""telnet-server"" package decreases the risk of the unencrypted telnet service's accidental (or intentional) activation.

Mitigation:  If the telnet-server package is configured to only allow encrypted sessions, such as with Kerberos or the use of encrypted network tunnels, the risk of exposing sensitive information is mitigated.",None,SV-50388r1_rule,F-43535r1_fix,"The ""telnet-server"" package can be uninstalled with the following command: 

# yum erase telnet-server",C-46144r1_chk,"Run the following command to determine if the ""telnet-server"" package is installed: 

# rpm -q telnet-server


If the package is installed, this is a finding."
V-38625,medium,"If the system is using LDAP for authentication or account information, the system must use a TLS connection using FIPS 140-2 approved cryptographic algorithms.","The ssl directive specifies whether to use ssl or not. If not specified it will default to ""no"". It should be set to ""start_tls"" rather than doing LDAP over SSL.",None,SV-50426r1_rule,F-43574r1_fix,"Configure LDAP to enforce TLS use. First, edit the file ""/etc/pam_ldap.conf"", and add or correct the following lines: 

ssl start_tls

Then review the LDAP server and ensure TLS has been configured.",C-46184r1_chk,"If the system does not use LDAP for authentication or account information, this is not applicable.

To ensure LDAP is configured to use TLS for all transactions, run the following command: 

$ grep start_tls /etc/pam_ldap.conf


If no lines are returned, this is a finding."
V-38624,low,System logs must be rotated daily.,Log files that are not properly rotated run the risk of growing so large that they fill up the /var/log partition. Valuable logging information could be lost if the /var/log partition becomes full.,None,SV-50425r1_rule,F-43573r1_fix,"The ""logrotate"" service should be installed or reinstalled if it is not installed and operating properly, by running the following command:

# yum reinstall logrotate",C-46183r1_chk,"Run the following commands to determine the current status of the ""logrotate"" service: 

# grep logrotate /var/log/cron*

If the logrotate service is not run on a daily basis by cron, this is a finding."
V-38627,low,The openldap-servers package must not be installed unless required.,Unnecessary packages should not be installed to decrease the attack surface of the system.,None,SV-50428r1_rule,F-43577r1_fix,"The ""openldap-servers"" package should be removed if not in use. Is this machine the OpenLDAP server? If not, remove the package. 

# yum erase openldap-servers

The openldap-servers RPM is not installed by default on RHEL6 machines. It is needed only by the OpenLDAP server, not by the clients which use LDAP for authentication. If the system is not intended for use as an LDAP Server it should be removed.",C-46187r1_chk,"To verify the ""openldap-servers"" package is not installed, run the following command: 

$ rpm -q openldap-servers

The output should show the following. 

package openldap-servers is not installed


If it does not, this is a finding."
V-38626,medium,The LDAP client must use a TLS connection using trust certificates signed by the site CA.,The tls_cacertdir or tls_cacertfile directives are required when tls_checkpeer is configured (which is the default for openldap versions 2.1 and up). These directives define the path to the trust certificates signed by the site CA.,None,SV-50427r1_rule,F-43575r1_fix,"Ensure a copy of the site's CA certificate has been placed in the file ""/etc/pki/tls/CA/cacert.pem"". Configure LDAP to enforce TLS use and to trust certificates signed by the site's CA. First, edit the file ""/etc/pam_ldap.conf"", and add or correct either of the following lines: 

tls_cacertdir /etc/pki/tls/CA

or 

tls_cacertfile /etc/pki/tls/CA/cacert.pem

Then review the LDAP server and ensure TLS has been configured.",C-46185r1_chk,"If the system does not use LDAP for authentication or account information, this is not applicable.

To ensure TLS is configured with trust certificates, run the following command: 

# grep cert /etc/pam_ldap.conf


If there is no output, or the lines are commented out, this is a finding."
V-38629,medium,The graphical desktop environment must set the idle timeout to no more than 15 minutes.,"Setting the idle delay controls when the screensaver will start, and can be combined with screen locking to prevent access from passersby.",None,SV-50430r3_rule,F-43578r1_fix,"Run the following command to set the idle time-out value for inactivity in the GNOME desktop to 15 minutes: 

# gconftool-2 \
--direct \
--config-source xml:readwrite:/etc/gconf/gconf.xml.mandatory \
--type int \
--set /apps/gnome-screensaver/idle_delay 15",C-46188r3_chk,"If the GConf2 package is not installed, this is not applicable.

To check the current idle time-out value, run the following command: 

$ gconftool-2 --direct --config-source xml:readwrite:/etc/gconf/gconf.xml.mandatory --get /apps/gnome-screensaver/idle_delay

If properly configured, the output should be ""15"". 

If it is not, this is a finding."
V-38628,medium,The operating system must produce audit records containing sufficient information to establish the identity of any user/subject associated with the event.,"Ensuring the ""auditd"" service is active ensures audit records generated by the kernel can be written to disk, or that appropriate actions will be taken if other obstacles exist.",None,SV-50429r2_rule,F-43576r2_fix,"The ""auditd"" service is an essential userspace component of the Linux Auditing System, as it is responsible for writing audit records to disk. The ""auditd"" service can be enabled with the following commands: 

# chkconfig auditd on
# service auditd start",C-46186r1_chk,"Run the following command to determine the current status of the ""auditd"" service: 

# service auditd status

If the service is enabled, it should return the following: 

auditd is running...


If the service is not running, this is a finding."
V-38588,medium,The system must not permit interactive boot.,"Using interactive boot, the console user could disable auditing, firewalls, or other services, weakening system security.",None,SV-50389r1_rule,F-43536r1_fix,"To disable the ability for users to perform interactive startups, edit the file ""/etc/sysconfig/init"". Add or correct the line: 

PROMPT=no

The ""PROMPT"" option allows the console user to perform an interactive system startup, in which it is possible to select the set of services which are started on boot.",C-46146r1_chk,"To check whether interactive boot is disabled, run the following command: 

$ grep PROMPT /etc/sysconfig/init

If interactive boot is disabled, the output will show: 

PROMPT=no


If it does not, this is a finding."
V-38589,high,The telnet daemon must not be running.,"The telnet protocol uses unencrypted network communication, which means that data from the login session, including passwords and all other information transmitted during the session, can be stolen by eavesdroppers on the network. The telnet protocol is also subject to man-in-the-middle attacks.

Mitigation:  If an enabled telnet daemon is configured to only allow encrypted sessions, such as with Kerberos or the use of encrypted network tunnels, the risk of exposing sensitive information is mitigated.",None,SV-50390r2_rule,F-43537r1_fix,"The ""telnet"" service can be disabled with the following command: 

# chkconfig telnet off",C-46147r3_chk,"To check that the ""telnet"" service is disabled in system boot configuration, run the following command: 

# chkconfig ""telnet"" --list

Output should indicate the ""telnet"" service has either not been installed, or has been disabled, as shown in the example below:

# chkconfig ""telnet"" --list
telnet         off
OR
error reading information on service telnet: No such file or directory


If the service is running, this is a finding."
V-38584,low,The xinetd service must be uninstalled if no network services utilizing it are enabled.,"Removing the ""xinetd"" package decreases the risk of the xinetd service's accidental (or intentional) activation.",None,SV-50385r1_rule,F-43532r1_fix,"The ""xinetd"" package can be uninstalled with the following command: 

# yum erase xinetd",C-46142r1_chk,"If network services are using the xinetd service, this is not applicable.

Run the following command to determine if the ""xinetd"" package is installed: 

# rpm -q xinetd


If the package is installed, this is a finding."
V-38694,low,The operating system must manage information system identifiers for users and devices by disabling the user identifier after an organization defined time period of inactivity.,Disabling inactive accounts ensures that accounts which may not have been responsibly removed are not available to attackers who may have compromised their credentials.,None,SV-50495r1_rule,F-43643r2_fix,"To specify the number of days after a password expires (which signifies inactivity) until an account is permanently disabled, add or correct the following lines in ""/etc/default/useradd"", substituting ""[NUM_DAYS]"" appropriately: 

INACTIVE=[NUM_DAYS]

A value of 35 is recommended. If a password is currently on the verge of expiration, then 35 days remain until the account is automatically disabled. However, if the password will not expire for another 60 days, then 95 days could elapse until the account would be automatically disabled. See the ""useradd"" man page for more information. Determining the inactivity timeout must be done with careful consideration of the length of a ""normal"" period of inactivity for users in the particular environment. Setting the timeout too low incurs support costs and also has the potential to impact availability of the system to legitimate users.",C-46256r1_chk,"To verify the ""INACTIVE"" setting, run the following command: 

grep ""INACTIVE"" /etc/default/useradd

The output should indicate the ""INACTIVE"" configuration option is set to an appropriate integer as shown in the example below: 

# grep ""INACTIVE"" /etc/default/useradd
INACTIVE=35

If it does not, this is a finding."
V-38700,medium,The operating system must provide a near real-time alert when any of the organization defined list of compromise or potential compromise indicators occurs. ,"By default, AIDE does not install itself for periodic execution. Periodically running AIDE may reveal unexpected changes in installed files.",None,SV-50501r2_rule,F-43649r1_fix,"AIDE should be executed on a periodic basis to check for changes. To implement a daily execution of AIDE at 4:05am using cron, add the following line to /etc/crontab: 

05 4 * * * root /usr/sbin/aide --check

AIDE can be executed periodically through other means; this is merely one example.",C-46262r2_chk,"To determine that periodic AIDE execution has been scheduled, run the following command: 

# grep aide /etc/crontab /etc/cron.*/*

If there is no output, this is a finding."
V-38695,medium,"A file integrity tool must be used at least weekly to check for unauthorized file changes, particularly the addition of unauthorized system libraries or binaries, or for unauthorized modification to authorized system libraries or binaries.","By default, AIDE does not install itself for periodic execution. Periodically running AIDE may reveal unexpected changes in installed files.",None,SV-50496r2_rule,F-43644r1_fix,"AIDE should be executed on a periodic basis to check for changes. To implement a daily execution of AIDE at 4:05am using cron, add the following line to /etc/crontab: 

05 4 * * * root /usr/sbin/aide --check

AIDE can be executed periodically through other means; this is merely one example.",C-46257r2_chk,"To determine that periodic AIDE execution has been scheduled, run the following command: 

# grep aide /etc/crontab /etc/cron.*/*

If there is no output or if aide is not run at least weekly, this is a finding."
V-38701,high,The TFTP daemon must operate in secure mode which provides access only to a single directory on the host file system.,"Using the ""-s"" option causes the TFTP service to only serve files from the given directory. Serving files from an intentionally specified directory reduces the risk of sharing files which should remain private.",None,SV-50502r1_rule,F-43650r1_fix,"If running the ""tftp"" service is necessary, it should be configured to change its root directory at startup. To do so, ensure ""/etc/xinetd.d/tftp"" includes ""-s"" as a command line argument, as shown in the following example (which is also the default): 

server_args = -s /var/lib/tftpboot",C-46263r1_chk,"Verify ""tftp"" is configured by with the ""-s"" option by running the following command: 

grep ""server_args"" /etc/xinetd.d/tftp

The output should indicate the ""server_args"" variable is configured with the ""-s"" flag, matching the example below:

# grep ""server_args"" /etc/xinetd.d/tftp
server_args = -s /var/lib/tftpboot

If it does not, this is a finding."
V-38483,medium,The system package management tool must cryptographically verify the authenticity of system software packages during installation.,Ensuring the validity of packages' cryptographic signatures prior to installation ensures the provenance of the software and protects against malicious tampering.,None,SV-50283r1_rule,F-43429r1_fix,"The ""gpgcheck"" option should be used to ensure checking of an RPM package's signature always occurs prior to its installation. To configure yum to check package signatures before installing them, ensure the following line appears in ""/etc/yum.conf"" in the ""[main]"" section: 

gpgcheck=1",C-46039r1_chk,"To determine whether ""yum"" is configured to use ""gpgcheck"", inspect ""/etc/yum.conf"" and ensure the following appears in the ""[main]"" section: 

gpgcheck=1

A value of ""1"" indicates that ""gpgcheck"" is enabled. Absence of a ""gpgcheck"" line or a setting of ""0"" indicates that it is disabled. 
If GPG checking is not enabled, this is a finding.

If the ""yum"" system package management tool is not used to update the system, verify with the SA that installed packages are cryptographically signed."
V-38545,low,The audit system must be configured to audit all discretionary access control permission modifications using chown.,The changing of file permissions could indicate that a user is attempting to gain access to information that would otherwise be disallowed. Auditing DAC modifications can facilitate the identification of patterns of abuse among both authorized and unauthorized users.,None,SV-50346r3_rule,F-43493r2_fix,"At a minimum, the audit system should collect file permission changes for all users and root. Add the following to ""/etc/audit/audit.rules"": 

-a always,exit -F arch=b32 -S chown -F auid>=500 -F auid!=4294967295 \
-k perm_mod
-a always,exit -F arch=b32 -S chown -F auid=0 -k perm_mod

If the system is 64-bit, then also add the following: 

-a always,exit -F arch=b64 -S chown -F auid>=500 -F auid!=4294967295 \
-k perm_mod
-a always,exit -F arch=b64 -S chown -F auid=0 -k perm_mod",C-46103r2_chk,"To determine if the system is configured to audit calls to the ""chown"" system call, run the following command:

$ sudo grep -w ""chown"" /etc/audit/audit.rules

If the system is configured to audit this activity, it will return several lines.

If no line is returned, this is a finding. "
V-38539,medium,The system must be configured to use TCP syncookies when experiencing a TCP SYN flood.,"A TCP SYN flood attack can cause a denial of service by filling a system's TCP connection table with connections in the SYN_RCVD state. Syncookies can be used to track a connection when a subsequent ACK is received, verifying the initiator is attempting a valid connection and is not a flood source. This feature is activated when a flood condition is detected, and enables the system to continue servicing valid connection requests.",None,SV-50340r2_rule,F-43487r1_fix,"To set the runtime status of the ""net.ipv4.tcp_syncookies"" kernel parameter, run the following command: 

# sysctl -w net.ipv4.tcp_syncookies=1

If this is not the system's default value, add the following line to ""/etc/sysctl.conf"": 

net.ipv4.tcp_syncookies = 1",C-46097r2_chk,"The status of the ""net.ipv4.tcp_syncookies"" kernel parameter can be queried by running the following command:

$ sysctl net.ipv4.tcp_syncookies

The output of the command should indicate a value of ""1"". If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in ""/etc/sysctl.conf"".

$ grep net.ipv4.tcp_syncookies /etc/sysctl.conf

If the correct value is not returned, this is a finding. "
V-38538,low,The operating system must automatically audit account termination.,"In addition to auditing new user and group accounts, these watches will alert the system administrator(s) to any modifications. Any unexpected users, groups, or modifications should be investigated for legitimacy.",None,SV-50339r1_rule,F-43486r1_fix,"Add the following to ""/etc/audit/audit.rules"", in order to capture events that modify account changes: 

# audit_account_changes
-w /etc/group -p wa -k audit_account_changes
-w /etc/passwd -p wa -k audit_account_changes
-w /etc/gshadow -p wa -k audit_account_changes
-w /etc/shadow -p wa -k audit_account_changes
-w /etc/security/opasswd -p wa -k audit_account_changes",C-46096r1_chk,"To determine if the system is configured to audit account changes, run the following command: 

auditctl -l | egrep '(/etc/passwd|/etc/shadow|/etc/group|/etc/gshadow|/etc/security/opasswd)'

If the system is configured to watch for account changes, lines should be returned for each file specified (and with ""perm=wa"" for each). 
If the system is not configured to audit account changes, this is a finding."
V-38697,low,The sticky bit must be set on all public directories.,"Failing to set the sticky bit on public directories allows unauthorized users to delete files in the directory structure. 

The only authorized public directories are those temporary directories supplied with the system, or those designed to be temporary file repositories. The setting is normally reserved for directories used by the system, and by users for temporary file storage - such as /tmp - and for directories requiring global read/write access.",None,SV-50498r2_rule,F-43646r1_fix,"When the so-called 'sticky bit' is set on a directory, only the owner of a given file may remove that file from the directory. Without the sticky bit, any user with write access to a directory may remove any file in the directory. Setting the sticky bit prevents users from removing each other's files. In cases where there is no reason for a directory to be world-writable, a better solution is to remove that permission rather than to set the sticky bit. However, if a directory is used by a particular application, consult that application's documentation instead of blindly changing modes. 
To set the sticky bit on a world-writable directory [DIR], run the following command: 

# chmod +t [DIR]",C-46259r4_chk,"To find world-writable directories that lack the sticky bit, run the following command for each local partition [PART]: 

# find [PART] -xdev -type d -perm -002 \! -perm -1000


If any world-writable directories are missing the sticky bit, this is a finding."
V-38531,low,The operating system must automatically audit account creation.,"In addition to auditing new user and group accounts, these watches will alert the system administrator(s) to any modifications. Any unexpected users, groups, or modifications should be investigated for legitimacy.",None,SV-50332r1_rule,F-43480r1_fix,"Add the following to ""/etc/audit/audit.rules"", in order to capture events that modify account changes: 

# audit_account_changes
-w /etc/group -p wa -k audit_account_changes
-w /etc/passwd -p wa -k audit_account_changes
-w /etc/gshadow -p wa -k audit_account_changes
-w /etc/shadow -p wa -k audit_account_changes
-w /etc/security/opasswd -p wa -k audit_account_changes",C-46090r1_chk,"To determine if the system is configured to audit account changes, run the following command: 

auditctl -l | egrep '(/etc/passwd|/etc/shadow|/etc/group|/etc/gshadow|/etc/security/opasswd)'

If the system is configured to watch for account changes, lines should be returned for each file specified (and with ""perm=wa"" for each). 
If the system is not configured to audit account changes, this is a finding."
V-38513,medium,"The systems local IPv4 firewall must implement a deny-all, allow-by-exception policy for inbound packets.","In ""iptables"" the default policy is applied only after all the applicable rules in the table are examined for a match. Setting the default policy to ""DROP"" implements proper design for a firewall, i.e., any packets which are not explicitly permitted should not be accepted.",None,SV-50314r1_rule,F-43460r1_fix,"To set the default policy to DROP (instead of ACCEPT) for the built-in INPUT chain which processes incoming packets, add or correct the following line in ""/etc/sysconfig/iptables"": 

:INPUT DROP [0:0]",C-46070r1_chk,"Inspect the file ""/etc/sysconfig/iptables"" to determine the default policy for the INPUT chain. It should be set to DROP. 

# grep "":INPUT"" /etc/sysconfig/iptables

If the default policy for the INPUT chain is not set to DROP, this is a finding."
V-38533,low,The system must ignore ICMPv4 redirect messages by default.,This feature of the IPv4 protocol has few legitimate uses. It should be disabled unless it is absolutely required.,None,SV-50334r3_rule,F-43481r1_fix,"To set the runtime status of the ""net.ipv4.conf.default.accept_redirects"" kernel parameter, run the following command: 

# sysctl -w net.ipv4.conf.default.accept_redirects=0

If this is not the system's default value, add the following line to ""/etc/sysctl.conf"": 

net.ipv4.conf.default.accept_redirects = 0",C-46091r2_chk,"The status of the ""net.ipv4.conf.default.accept_redirects"" kernel parameter can be queried by running the following command:

$ sysctl net.ipv4.conf.default.accept_redirects

The output of the command should indicate a value of ""0"". If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in ""/etc/sysctl.conf"".

$ grep net.ipv4.conf.default.accept_redirects /etc/sysctl.conf

If the correct value is not returned, this is a finding. "
V-38532,medium,The system must not accept ICMPv4 secure redirect packets by default.,"Accepting ""secure"" ICMP redirects (from those gateways listed as default gateways) has few legitimate uses. It should be disabled unless it is absolutely required.",None,SV-50333r2_rule,F-43479r1_fix,"To set the runtime status of the ""net.ipv4.conf.default.secure_redirects"" kernel parameter, run the following command: 

# sysctl -w net.ipv4.conf.default.secure_redirects=0

If this is not the system's default value, add the following line to ""/etc/sysctl.conf"": 

net.ipv4.conf.default.secure_redirects = 0",C-46089r2_chk,"The status of the ""net.ipv4.conf.default.secure_redirects"" kernel parameter can be queried by running the following command:

$ sysctl net.ipv4.conf.default.secure_redirects

The output of the command should indicate a value of ""0"". If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in ""/etc/sysctl.conf"".

$ grep net.ipv4.conf.default.secure_redirects /etc/sysctl.conf

If the correct value is not returned, this is a finding. "
V-38535,low,The system must not respond to ICMPv4 sent to a broadcast address.,Ignoring ICMP echo requests (pings) sent to broadcast or multicast addresses makes the system slightly more difficult to enumerate on the network.,None,SV-50336r2_rule,F-43483r1_fix,"To set the runtime status of the ""net.ipv4.icmp_echo_ignore_broadcasts"" kernel parameter, run the following command: 

# sysctl -w net.ipv4.icmp_echo_ignore_broadcasts=1

If this is not the system's default value, add the following line to ""/etc/sysctl.conf"": 

net.ipv4.icmp_echo_ignore_broadcasts = 1",C-46093r2_chk,"The status of the ""net.ipv4.icmp_echo_ignore_broadcasts"" kernel parameter can be queried by running the following command:

$ sysctl net.ipv4.icmp_echo_ignore_broadcasts

The output of the command should indicate a value of ""1"". If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in ""/etc/sysctl.conf"".

$ grep net.ipv4.icmp_echo_ignore_broadcasts /etc/sysctl.conf

If the correct value is not returned, this is a finding. "
V-38534,low,The operating system must automatically audit account modification.,"In addition to auditing new user and group accounts, these watches will alert the system administrator(s) to any modifications. Any unexpected users, groups, or modifications should be investigated for legitimacy.",None,SV-50335r1_rule,F-43482r1_fix,"Add the following to ""/etc/audit/audit.rules"", in order to capture events that modify account changes: 

# audit_account_changes
-w /etc/group -p wa -k audit_account_changes
-w /etc/passwd -p wa -k audit_account_changes
-w /etc/gshadow -p wa -k audit_account_changes
-w /etc/shadow -p wa -k audit_account_changes
-w /etc/security/opasswd -p wa -k audit_account_changes",C-46092r1_chk,"To determine if the system is configured to audit account changes, run the following command: 

auditctl -l | egrep '(/etc/passwd|/etc/shadow|/etc/group|/etc/gshadow|/etc/security/opasswd)'

If the system is configured to watch for account changes, lines should be returned for each file specified (and with ""perm=wa"" for each). 
If the system is not configured to audit account changes, this is a finding."
